0, 2.046216, -6.328122, 9.281478, 9.000782, -0.445555, -7.258896, 9.389629, 0.412650, -5.988775, -6.027392, 6.537047, -5.000794, -2.310822, -9.695396, -3.007295, 3.063881, -2.401608, -6.174511, 4.249301, 7.934010, 2.134545, -3.941432, 9.217250, -1.164112, 9.868369, -7.157327, -9.460988, 9.319152, 9.179752, 8.043885, 7.527678, -3.619798, 7.068202, 5.296419, -1.699320, -0.091780, 6.968577, 5.250288, -9.098000, -8.485038, 9.822421, 1.218781, -3.081077, 4.727332, -1.083139, -4.786450, -9.349952, -6.152081, 4.734541, -2.392090, 1.758357, -1.623698, -3.895505, 3.062026, 4.203522, 3.782409, 3.175458, -1.135583, -4.244554, 8.166965, -1.023499, 6.625166, 9.567543, -5.242966, -5.264013, 6.434205, 4.081141, 0.371778, 1.676318, 1.123865, -8.762120, -10.066021, -2.197555, 6.194399, 5.235083, 9.330416, 8.283077, 9.115106, -2.498375, 6.709361, 1.380689, 2.949643, -9.246006, 7.461546, 5.100709, 0.714775, 2.040272, -3.002471, -7.170928, -6.928410, 9.820607, 4.028141, 2.024249, 7.874506, -8.736429, -9.315277, -7.795922, -5.879953, -8.902565, -3.195451, -9.335850, 1.497844, -5.072739, -7.246421, 3.348347, 5.284886, 6.361196, -4.326082, -9.353817, -2.496706, -0.784929, 0.425953, 1.254409, 2.993616, -0.519332, -0.299572, -5.206741, -0.340802, 9.532825, -5.596386, -4.146246, 4.532077, 3.294096, 8.840724, 8.184359, 2.919427, 7.867214, 5.273092, 1.483448, -2.289951, -6.566172, 6.658321, -3.692479, -0.427775, 4.066970, 7.461898, 3.591791, 0.369186, -5.642858, 8.070097, -6.091764, -8.194924, 5.560612, 1.977684, -3.332622, -9.862099, 7.387326, 5.957753, 3.949886, -0.097065, -7.452347, -2.497265, -8.957517, 10.135495, 5.351671, 6.398896, -5.021729, -9.238874, 5.982738, 1.539061, -3.672854, 7.999596, -1.777929, -9.070849, -1.226304, -0.076048, 0.079391, -6.010643, -3.282709, -8.105458, 1.395142, -5.415119, -1.723819, -5.178291, -6.944986, -3.339901, -2.068114, -6.798611, -3.364541, -4.970457, 4.504265, -4.568552, 6.064187, -7.519412, -6.998867, -9.119109, -2.947582, 9.064168, -5.498534, -6.335064, 2.557740, 5.290830, 5.517835, 6.610808, 8.036178, -4.076897, 7.574144, -4.524915, 0.946097, 6.938213, 
1, 2.275271, -6.097226, 9.512881, 8.872080, -0.585341, -7.394472, 9.371953, 0.181299, -5.841712, -5.818799, 6.561894, -4.851188, -2.233325, -9.701773, -2.763848, 3.237767, -2.367032, -6.244297, 4.334146, 7.796763, 2.306727, -3.999708, 9.402769, -0.932830, 9.970944, -6.909374, -9.343562, 9.228232, 9.376426, 8.130285, 7.383797, -3.526534, 7.028289, 5.246771, -1.714917, -0.009284, 7.189817, 5.149402, -9.150679, -8.267153, 9.955882, 1.254330, -3.183564, 4.646367, -0.924419, -4.698982, -9.347599, -6.196632, 4.812377, -2.553123, 1.532094, -1.532712, -3.787948, 2.927556, 4.421716, 3.933541, 3.140762, -1.112744, -4.462666, 8.005616, -0.792595, 6.750415, 9.594738, -5.018655, -5.028152, 6.514331, 4.277721, 0.570770, 1.591687, 1.233289, -8.927181, -10.278746, -2.029289, 6.022577, 5.380217, 9.204645, 8.394399, 9.148076, -2.307224, 6.782632, 1.552617, 2.732261, -9.313060, 7.323589, 5.142440, 0.620505, 2.006526, -2.929473, -7.035148, -6.881090, 9.674358, 4.026843, 1.989381, 7.783215, -8.587352, -9.377010, -7.674390, -5.752583, -9.069827, -3.204736, -9.135899, 1.390970, -5.255731, -7.449929, 3.135852, 5.296297, 6.601128, -4.380083, -9.372678, -2.603692, -0.981195, 0.552793, 1.383490, 3.196981, -0.325591, -0.457895, -4.982598, -0.531012, 9.347820, -5.702923, -4.362563, 4.728924, 3.160738, 8.607349, 8.031903, 3.073025, 8.028417, 5.487022, 1.605600, -2.207322, -6.430051, 6.766244, -3.781964, -0.424287, 4.133228, 7.603677, 3.783751, 0.469339, -5.543327, 7.926389, -6.304684, -8.102917, 5.736130, 1.848682, -3.330775, -9.743883, 7.272686, 6.067060, 3.835205, -0.120916, -7.564164, -2.701893, -8.833015, 10.308660, 5.149626, 6.309695, -4.844973, -9.400872, 5.755181, 1.372907, -3.617545, 7.949683, -1.594523, -8.954666, -1.343534, -0.301746, 0.019070, -6.213565, -3.365242, -8.040113, 1.405184, -5.392289, -1.594630, -5.260736, -6.717324, -3.559938, -1.922122, -6.632905, -3.567282, -4.882513, 4.683178, -4.558513, 5.932021, -7.629878, -7.101919, -8.947220, -3.132628, 9.120686, -5.479190, -6.439614, 2.310220, 5.235958, 5.616585, 6.675561, 8.070831, -4.001787, 7.646927, -4.541089, 0.866697, 6.740512, 
2, 2.504327, -5.866329, 9.744284, 8.743378, -0.725127, -7.530049, 9.354277, -0.050052, -5.694649, -5.610206, 6.586741, -4.701582, -2.155827, -9.708151, -2.520401, 3.411653, -2.332456, -6.314083, 4.418991, 7.659516, 2.478908, -4.057984, 9.588288, -0.701548, 10.073519, -6.661421, -9.226136, 9.137311, 9.573100, 8.216685, 7.239916, -3.433270, 6.988376, 5.197122, -1.730514, 0.073213, 7.411058, 5.048515, -9.203358, -8.049269, 10.089343, 1.289879, -3.286050, 4.565402, -0.765700, -4.611515, -9.345246, -6.241184, 4.890213, -2.714155, 1.305831, -1.441726, -3.680391, 2.793087, 4.639909, 4.084674, 3.106066, -1.089904, -4.680778, 7.844267, -0.561690, 6.875664, 9.621933, -4.794344, -4.792291, 6.594458, 4.474302, 0.769762, 1.507056, 1.342714, -9.092242, -10.491471, -1.861022, 5.850756, 5.525350, 9.078874, 8.505720, 9.181045, -2.116074, 6.855902, 1.724545, 2.514879, -9.380115, 7.185631, 5.184171, 0.526234, 1.972779, -2.856474, -6.899368, -6.833771, 9.528108, 4.025545, 1.954514, 7.691925, -8.438275, -9.438744, -7.552858, -5.625214, -9.237088, -3.214022, -8.935948, 1.284096, -5.438724, -7.653438, 2.923357, 5.307708, 6.841060, -4.434085, -9.391538, -2.710679, -1.177460, 0.679634, 1.512572, 3.400346, -0.131851, -0.616217, -4.758454, -0.721222, 9.162816, -5.809461, -4.578881, 4.925771, 3.027380, 8.373974, 7.879447, 3.226624, 8.189621, 5.700952, 1.727752, -2.124694, -6.293929, 6.874166, -3.871449, -0.420799, 4.199486, 7.745455, 3.975712, 0.569492, -5.443796, 7.782681, -6.517605, -8.010911, 5.911649, 1.719680, -3.328929, -9.625667, 7.158045, 6.176367, 3.720524, -0.144767, -7.675981, -2.906521, -8.708513, 10.481824, 4.947581, 6.220493, -4.668218, -9.562870, 5.527625, 1.206754, -3.562235, 7.899769, -1.411117, -8.838483, -1.460764, -0.527445, -0.041252, -6.416487, -3.447775, -7.974767, 1.415226, -5.369460, -1.465442, -5.343181, -6.489663, -3.779975, -1.776129, -6.467198, -3.770024, -4.794568, 4.862092, -4.548474, 5.799855, -7.740345, -7.204972, -8.775332, -3.317673, 9.177205, -5.459845, -6.544164, 2.062701, 5.181086, 5.715336, 6.740314, 8.105485, -3.926678, 7.719711, -4.557263, 0.787298, 6.542811, 
3, 2.733383, -5.635432, 9.975686, 8.614676, -0.864914, -7.665625, 9.336601, -0.281403, -5.547586, -5.401612, 6.611587, -4.551975, -2.078329, -9.714529, -2.276953, 3.585539, -2.297880, -6.383868, 4.503836, 7.522269, 2.651089, -4.116260, 9.773808, -0.470266, 10.176094, -6.413468, -9.108710, 9.046390, 9.769774, 8.303085, 7.096035, -3.340007, 6.948463, 5.147474, -1.746111, 0.155710, 7.632299, 4.947629, -9.256037, -7.831384, 10.222803, 1.325428, -3.388536, 4.484436, -0.606980, -4.524047, -9.342893, -6.285735, 4.968050, -2.875187, 1.079568, -1.350740, -3.572834, 2.658617, 4.858103, 4.235807, 3.071370, -1.067065, -4.898891, 7.682918, -0.330785, 7.000913, 9.649128, -4.570033, -4.556430, 6.674584, 4.670882, 0.968754, 1.422425, 1.452139, -9.257302, -10.704196, -1.692756, 5.678934, 5.670483, 8.953104, 8.617042, 9.214015, -1.924923, 6.929173, 1.896473, 2.297497, -9.447169, 7.047673, 5.225902, 0.431964, 1.939033, -2.783476, -6.763588, -6.786452, 9.381858, 4.024247, 1.919646, 7.600634, -8.289197, -9.500478, -7.431326, -5.497844, -9.404350, -3.223307, -8.735997, 1.177222, -5.621716, -7.856946, 2.710861, 5.319119, 7.080991, -4.488087, -9.410399, -2.817665, -1.373726, 0.806474, 1.641653, 3.603710, 0.061890, -0.774539, -4.534311, -0.911432, 8.977812, -5.915999, -4.795198, 5.122618, 2.894023, 8.140599, 7.726991, 3.380223, 8.350824, 5.914882, 1.849904, -2.042065, -6.157808, 6.982089, -3.960933, -0.417311, 4.265745, 7.887234, 4.167672, 0.669644, -5.344265, 7.638972, -6.730526, -7.918905, 6.087167, 1.590678, -3.327083, -9.507451, 7.043405, 6.285673, 3.605844, -0.168618, -7.787799, -3.111149, -8.584011, 10.654989, 4.745536, 6.131292, -4.491462, -9.724869, 5.300068, 1.040600, -3.506926, 7.849855, -1.227711, -8.722300, -1.577993, -0.753143, -0.101574, -6.619409, -3.530308, -7.909421, 1.425269, -5.346630, -1.336254, -5.425627, -6.262002, -4.000012, -1.630136, -6.301491, -3.972765, -4.706623, 5.041006, -4.538434, 5.667689, -7.850811, -7.308024, -8.603444, -3.502719, 9.233723, -5.440500, -6.648714, 1.815181, 5.126213, 5.814086, 6.805067, 8.140138, -3.851569, 7.792495, -4.573437, 0.707898, 6.345111, 
4, 2.962438, -5.404536, 10.207089, 8.485974, -1.004700, -7.801201, 9.318925, -0.512754, -5.400524, -5.193019, 6.636434, -4.402369, -2.000832, -9.720907, -2.033506, 3.759425, -2.263304, -6.453654, 4.588681, 7.385022, 2.823270, -4.174536, 9.959327, -0.238984, 10.278669, -6.165516, -8.991284, 8.955470, 9.966448, 8.389485, 6.952154, -3.246743, 6.908551, 5.097826, -1.761708, 0.238206, 7.853540, 4.846742, -9.308715, -7.613500, 10.356264, 1.360977, -3.491022, 4.403471, -0.448261, -4.436580, -9.340540, -6.330287, 5.045886, -3.036220, 0.853305, -1.259754, -3.465277, 2.524148, 5.076297, 4.386940, 3.036674, -1.044226, -5.117003, 7.521568, -0.099881, 7.126162, 9.676322, -4.345722, -4.320569, 6.754711, 4.867462, 1.167745, 1.337793, 1.561563, -9.422363, -10.916922, -1.524489, 5.507112, 5.815616, 8.827333, 8.728363, 9.246984, -1.733772, 7.002444, 2.068400, 2.080115, -9.514223, 6.909716, 5.267633, 0.337693, 1.905287, -2.710477, -6.627808, -6.739132, 9.235609, 4.022949, 1.884779, 7.509344, -8.140120, -9.562212, -7.309793, -5.370475, -9.571611, -3.232593, -8.536047, 1.070348, -5.804709, -8.060454, 2.498366, 5.330529, 7.320923, -4.542089, -9.429260, -2.924652, -1.569991, 0.933314, 1.770735, 3.807075, 0.255630, -0.932862, -4.310167, -1.101641, 8.792808, -6.022536, -5.011515, 5.319465, 2.760665, 7.907224, 7.574535, 3.533822, 8.512028, 6.128812, 1.972056, -1.959437, -6.021686, 7.090012, -4.050418, -0.413823, 4.332003, 8.029013, 4.359633, 0.769797, -5.244735, 7.495264, -6.943447, -7.826898, 6.262686, 1.461677, -3.325237, -9.389235, 6.928765, 6.394980, 3.491163, -0.192468, -7.899616, -3.315777, -8.459509, 10.828153, 4.543491, 6.042091, -4.314707, -9.886867, 5.072511, 0.874446, -3.451616, 7.799942, -1.044306, -8.606117, -1.695223, -0.978841, -0.161895, -6.822331, -3.612841, -7.844075, 1.435311, -5.323800, -1.207066, -5.508072, -6.034341, -4.220049, -1.484143, -6.135784, -4.175507, -4.618678, 5.219920, -4.528395, 5.535523, -7.961277, -7.411076, -8.431555, -3.687765, 9.290241, -5.421156, -6.753264, 1.567661, 5.071341, 5.912836, 6.869820, 8.174791, -3.776459, 7.865279, -4.589611, 0.628499, 6.147410, 
5, 3.191494, -5.173639, 10.438492, 8.357272, -1.144486, -7.936777, 9.301249, -0.744105, -5.253461, -4.984426, 6.661281, -4.252763, -1.923334, -9.727285, -1.790059, 3.933311, -2.228728, -6.523439, 4.673525, 7.247776, 2.995452, -4.232812, 10.144846, -0.007702, 10.381244, -5.917563, -8.873859, 8.864549, 10.163122, 8.475885, 6.808273, -3.153479, 6.868638, 5.048178, -1.777305, 0.320703, 8.074780, 4.745856, -9.361394, -7.395615, 10.489724, 1.396526, -3.593508, 4.322506, -0.289541, -4.349112, -9.338187, -6.374839, 5.123722, -3.197252, 0.627042, -1.168768, -3.357720, 2.389679, 5.294490, 4.538073, 3.001978, -1.021387, -5.335115, 7.360219, 0.131024, 7.251411, 9.703517, -4.121412, -4.084709, 6.834838, 5.064042, 1.366737, 1.253162, 1.670988, -9.587423, -11.129647, -1.356222, 5.335290, 5.960749, 8.701562, 8.839685, 9.279953, -1.542622, 7.075714, 2.240328, 1.862733, -9.581277, 6.771758, 5.309363, 0.243423, 1.871540, -2.637479, -6.492029, -6.691813, 9.089359, 4.021651, 1.849911, 7.418054, -7.991042, -9.623945, -7.188261, -5.243106, -9.738873, -3.241878, -8.336096, 0.963474, -5.987701, -8.263963, 2.285871, 5.341940, 7.560854, -4.596090, -9.448120, -3.031638, -1.766257, 1.060155, 1.899816, 4.010439, 0.449370, -1.091184, -4.086023, -1.291851, 8.607803, -6.129074, -5.227833, 5.516312, 2.627307, 7.673849, 7.422079, 3.687421, 8.673231, 6.342742, 2.094208, -1.876809, -5.885564, 7.197935, -4.139903, -0.410335, 4.398262, 8.170791, 4.551593, 0.869950, -5.145204, 7.351556, -7.156368, -7.734892, 6.438204, 1.332675, -3.323390, -9.271019, 6.814124, 6.504286, 3.376482, -0.216319, -8.011433, -3.520406, -8.335007, 11.001318, 4.341446, 5.952889, -4.137951, -10.048866, 4.844954, 0.708292, -3.396307, 7.750028, -0.860900, -8.489935, -1.812453, -1.204540, -0.222217, -7.025253, -3.695374, -7.778730, 1.445353, -5.300971, -1.077877, -5.590517, -5.806680, -4.440086, -1.338151, -5.970077, -4.378248, -4.530734, 5.398834, -4.518356, 5.403358, -8.071743, -7.514128, -8.259667, -3.872810, 9.346759, -5.401811, -6.857814, 1.320142, 5.016469, 6.011587, 6.934573, 8.209444, -3.701350, 7.938062, -4.605785, 0.549099, 5.949709, 
6, 3.420550, -4.942742, 10.669895, 8.228569, -1.284273, -8.072354, 9.283573, -0.975456, -5.106398, -4.775833, 6.686127, -4.103156, -1.845837, -9.733662, -1.546611, 4.107197, -2.194152, -6.593225, 4.758370, 7.110529, 3.167633, -4.291088, 10.330365, 0.223581, 10.483819, -5.669610, -8.756433, 8.773628, 10.359797, 8.562285, 6.664392, -3.060215, 6.828725, 4.998530, -1.792903, 0.403199, 8.296021, 4.644969, -9.414073, -7.177731, 10.623185, 1.432076, -3.695994, 4.241541, -0.130822, -4.261645, -9.335833, -6.419390, 5.201558, -3.358285, 0.400778, -1.077782, -3.250163, 2.255209, 5.512684, 4.689206, 2.967283, -0.998547, -5.553227, 7.198870, 0.361929, 7.376660, 9.730712, -3.897101, -3.848848, 6.914964, 5.260622, 1.565729, 1.168531, 1.780413, -9.752484, -11.342372, -1.187956, 5.163468, 6.105882, 8.575791, 8.951006, 9.312923, -1.351471, 7.148985, 2.412256, 1.645351, -9.648331, 6.633800, 5.351094, 0.149152, 1.837794, -2.564480, -6.356249, -6.644494, 8.943109, 4.020353, 1.815044, 7.326763, -7.841965, -9.685679, -7.066729, -5.115736, -9.906134, -3.251163, -8.136145, 0.856600, -6.170694, -8.467471, 2.073375, 5.353351, 7.800786, -4.650092, -9.466981, -3.138624, -1.962522, 1.186995, 2.028898, 4.213804, 0.643108, -1.249506, -3.861880, -1.482061, 8.422799, -6.235611, -5.444150, 5.713159, 2.493950, 7.440474, 7.269623, 3.841020, 8.834435, 6.556672, 2.216360, -1.794180, -5.749443, 7.305858, -4.229388, -0.406848, 4.464520, 8.312570, 4.743554, 0.970103, -5.045673, 7.207847, -7.369289, -7.642886, 6.613723, 1.203673, -3.321544, -9.152803, 6.699484, 6.613593, 3.261802, -0.240170, -8.123250, -3.725034, -8.210504, 11.174482, 4.139400, 5.863688, -3.961196, -10.210864, 4.617397, 0.542139, -3.340998, 7.700114, -0.677494, -8.373752, -1.929683, -1.430238, -0.282538, -7.228175, -3.777908, -7.713384, 1.455395, -5.278141, -0.948689, -5.672962, -5.579019, -4.660123, -1.192158, -5.804370, -4.580990, -4.442789, 5.577747, -4.508316, 5.271192, -8.182210, -7.617180, -8.087779, -4.057856, 9.403277, -5.382466, -6.962364, 1.072622, 4.961597, 6.110337, 6.999326, 8.244097, -3.626240, 8.010845, -4.621960, 0.469700, 5.752008, 
7, 3.649605, -4.711846, 10.901297, 8.099867, -1.424059, -8.207930, 9.265897, -1.206807, -4.959335, -4.567240, 6.710974, -3.953550, -1.768339, -9.740040, -1.303164, 4.281083, -2.159576, -6.663011, 4.843215, 6.973282, 3.339814, -4.349364, 10.515884, 0.454863, 10.586394, -5.421657, -8.639007, 8.682708, 10.556471, 8.648685, 6.520511, -2.966952, 6.788813, 4.948881, -1.808500, 0.485696, 8.517262, 4.544083, -9.466752, -6.959846, 10.756646, 1.467625, -3.798481, 4.160576, 0.027898, -4.174177, -9.333480, -6.463942, 5.279395, -3.519317, 0.174515, -0.986796, -3.142606, 2.120740, 5.730878, 4.840339, 2.932587, -0.975708, -5.771340, 7.037520, 0.592833, 7.501909, 9.757907, -3.672790, -3.612987, 6.995091, 5.457202, 1.764721, 1.083899, 1.889837, -9.917545, -11.555097, -1.019689, 4.991646, 6.251016, 8.450020, 9.062328, 9.345892, -1.160320, 7.222256, 2.584184, 1.427969, -9.715385, 6.495843, 5.392825, 0.054882, 1.804048, -2.491482, -6.220469, -6.597174, 8.796860, 4.019056, 1.780176, 7.235473, -7.692887, -9.747413, -6.945197, -4.988367, -10.073395, -3.260449, -7.936194, 0.749727, -6.353686, -8.670979, 1.860880, 5.364762, 8.040717, -4.704094, -9.485841, -3.245611, -2.158787, 1.313835, 2.157979, 4.417168, 0.836845, -1.407827, -3.637736, -1.672270, 8.237795, -6.342149, -5.660468, 5.910006, 2.360592, 7.207099, 7.117168, 3.994618, 8.995638, 6.770602, 2.338512, -1.711552, -5.613321, 7.413781, -4.318872, -0.403360, 4.530779, 8.454348, 4.935514, 1.070256, -4.946143, 7.064139, -7.582209, -7.550879, 6.789241, 1.074671, -3.319698, -9.034587, 6.584843, 6.722900, 3.147121, -0.264021, -8.235067, -3.929662, -8.086002, 11.347647, 3.937355, 5.774487, -3.784440, -10.372862, 4.389840, 0.375985, -3.285688, 7.650200, -0.494088, -8.257569, -2.046913, -1.655936, -0.342860, -7.431098, -3.860441, -7.648038, 1.465437, -5.255312, -0.819501, -5.755407, -5.351358, -4.880160, -1.046165, -5.638664, -4.783732, -4.354844, 5.756661, -4.498277, 5.139026, -8.292676, -7.720232, -7.915890, -4.242901, 9.459795, -5.363122, -7.066914, 0.825102, 4.906724, 6.209088, 7.064079, 8.278750, -3.551131, 8.083629, -4.638135, 0.390301, 5.554308, 
8, 3.878661, -4.480949, 11.132700, 7.971165, -1.563845, -8.343506, 9.248221, -1.438158, -4.812272, -4.358647, 6.735821, -3.803944, -1.690842, -9.746418, -1.059716, 4.454969, -2.125000, -6.732796, 4.928060, 6.836035, 3.511996, -4.407640, 10.701403, 0.686145, 10.688968, -5.173705, -8.521581, 8.591787, 10.753145, 8.735085, 6.376630, -2.873688, 6.748900, 4.899233, -1.824097, 0.568193, 8.738502, 4.443196, -9.519431, -6.741962, 10.890106, 1.503174, -3.900967, 4.079610, 0.186617, -4.086710, -9.331127, -6.508493, 5.357231, -3.680350, -0.051748, -0.895810, -3.035049, 1.986270, 5.949071, 4.991472, 2.897891, -0.952869, -5.989452, 6.876171, 0.823738, 7.627157, 9.785102, -3.448479, -3.377126, 7.075217, 5.653782, 1.963713, 0.999268, 1.999262, -10.082605, -11.767822, -0.851422, 4.819824, 6.396149, 8.324250, 9.173650, 9.378862, -0.969170, 7.295526, 2.756112, 1.210587, -9.782439, 6.357885, 5.434555, -0.039389, 1.770301, -2.418483, -6.084689, -6.549855, 8.650610, 4.017758, 1.745308, 7.144182, -7.543810, -9.809147, -6.823665, -4.860997, -10.240657, -3.269734, -7.736243, 0.642853, -6.536679, -8.874488, 1.648385, 5.376173, 8.280650, -4.758095, -9.504702, -3.352597, -2.355053, 1.440676, 2.287061, 4.620533, 1.030583, -1.566149, -3.413592, -1.862480, 8.052790, -6.448687, -5.876785, 6.106853, 2.227234, 6.973724, 6.964712, 4.148217, 9.156842, 6.984532, 2.460664, -1.628923, -5.477199, 7.521704, -4.408357, -0.399872, 4.597037, 8.596127, 5.127475, 1.170408, -4.846612, 6.920430, -7.795130, -7.458873, 6.964760, 0.945669, -3.317852, -8.916371, 6.470203, 6.832206, 3.032440, -0.287872, -8.346884, -4.134290, -7.961500, 11.520811, 3.735310, 5.685285, -3.607685, -10.534861, 4.162283, 0.209831, -3.230379, 7.600287, -0.310682, -8.141386, -2.164143, -1.881635, -0.403182, -7.634020, -3.942974, -7.582692, 1.475479, -5.232482, -0.690313, -5.837852, -5.123697, -5.100197, -0.900172, -5.472957, -4.986480, -4.266900, 5.935575, -4.488238, 5.006860, -8.403142, -7.823284, -7.744002, -4.427947, 9.516313, -5.343777, -7.171464, 0.577583, 4.851852, 6.307838, 7.128832, 8.313403, -3.476022, 8.156413, -4.654310, 0.310901, 5.356607, 
9, 4.107716, -4.250052, 11.364102, 7.842463, -1.703632, -8.479082, 9.230545, -1.669509, -4.665210, -4.150053, 6.760668, -3.654337, -1.613344, -9.752796, -0.816269, 4.628855, -2.090425, -6.802582, 5.012904, 6.698788, 3.684177, -4.465916, 10.886922, 0.917427, 10.791543, -4.925752, -8.404155, 8.500866, 10.949819, 8.821485, 6.232749, -2.780424, 6.708987, 4.849585, -1.839694, 0.650689, 8.959743, 4.342310, -9.572109, -6.524077, 11.023567, 1.538723, -4.003453, 3.998645, 0.345337, -3.999243, -9.328774, -6.553045, 5.435067, -3.841382, -0.278011, -0.804824, -2.927492, 1.851801, 6.167265, 5.142605, 2.863195, -0.930029, -6.207564, 6.714822, 1.054642, 7.752406, 9.812297, -3.224168, -3.141265, 7.155344, 5.850362, 2.162704, 0.914637, 2.108687, -10.247666, -11.980548, -0.683156, 4.648002, 6.541282, 8.198479, 9.284971, 9.411831, -0.778019, 7.368797, 2.928040, 0.993205, -9.849493, 6.219928, 5.476286, -0.133659, 1.736555, -2.345485, -5.948909, -6.502536, 8.504360, 4.016460, 1.710441, 7.052892, -7.394732, -9.870880, -6.702133, -4.733628, -10.407918, -3.279019, -7.536292, 0.535979, -6.719671, -9.077996, 1.435889, 5.387584, 8.520582, -4.812095, -9.523563, -3.459584, -2.551318, 1.567516, 2.416142, 4.823897, 1.224320, -1.724470, -3.189449, -2.052690, 7.867786, -6.555224, -6.093102, 6.303700, 2.093876, 6.740349, 6.812256, 4.301816, 9.318045, 7.198462, 2.582816, -1.546295, -5.341077, 7.629626, -4.497842, -0.396384, 4.663296, 8.737905, 5.319435, 1.270561, -4.747081, 6.776722, -8.008051, -7.366867, 7.140278, 0.816667, -3.316005, -8.798155, 6.355562, 6.941513, 2.917760, -0.311722, -8.458701, -4.338918, -7.836998, 11.693975, 3.533265, 5.596084, -3.430929, -10.696859, 3.934726, 0.043678, -3.175069, 7.550373, -0.127276, -8.025203, -2.281373, -2.107333, -0.463503, -7.836942, -4.025507, -7.517346, 1.485522, -5.209652, -0.561125, -5.920298, -4.896036, -5.320234, -0.754180, -5.307250, -5.189228, -4.178956, 6.114489, -4.478198, 4.874694, -8.513609, -7.926336, -7.572113, -4.612993, 9.572831, -5.324432, -7.276014, 0.330063, 4.796980, 6.406588, 7.193585, 8.348056, -3.400912, 8.229196, -4.670485, 0.231502, 5.158906, 
